id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
3098,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Beschränkung auf bestimmte Zahlungsarten im Onlinehandel üblich ist und der Verbraucher hierüber im Bestellprozess informiert wird. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vor Vertragsschluss über die verfügbaren Zahlungsarten informiert wird und diese zumutbar sind.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2695,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Eigentumsvorbehalt bis zur vollständigen Kaufpreiszahlung im B2C-Bereich üblich ist und klar formuliert wurde.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Eigentumsvorbehalt dem gesetzlichen Leitbild des § 449 Abs. 1 BGB entspricht.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1058,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Regelung zum Vertragsschluss (invitatio ad offerendum) im Onlinehandel üblich ist und der Verbraucher mit einer Annahmeerklärung des Unternehmers rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den gesetzlichen Grundsatz des § 145 BGB widerspiegelt, wonach ein Angebot angenommen werden muss.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
210,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Angaben zu Lieferfristen und Versandarten in AGB üblich sind und die Formulierung klar und transparent ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Lieferfristen realistisch und für den Verbraucher nachvollziehbar sind.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig, da keine unzulässige Bindung oder Änderungsvorbehalte enthalten sind.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2241,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Rückabwicklung und Kostenerstattung im Widerrufsfall in AGB üblich sind. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da dem Verbraucher gesetzlich zustehende Ansprüche auf Erstattung von Zahlungen bei Widerruf (§ 357 Abs. 1 BGB) für erbrachte Nebenleistungen pauschal ausgeschlossen werden.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom wesentlichen gesetzlichen Grundgedanken des § 357 Abs. 1 und Abs. 8 BGB, wonach auch Kosten für erbrachte Leistungen zu erstatten sind, sofern keine wirksame Ausnahme nach § 357 Abs. 8 BGB vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1070,0,Unwirksam,"1. Überraschende Klauseln: Die automatische Annahme eines Rücktritts durch den Verbraucher bei fehlgeschlagener Zustellung ist objektiv überraschend, da das Gesetz hierfür eine ausdrückliche Erklärung des Verbrauchers vorsieht. Die Klausel weicht deutlich vom gesetzlichen Leitbild ab und ist für den Verbraucher nicht zu erwarten.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da dem Verbraucher ohne eigene Willenserklärung ein Rücktritt unterstellt wird, was seine Vertragsfreiheit einschränkt.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom gesetzlichen Grundgedanken der §§ 323, 346 BGB, wonach ein Rücktritt eine empfangsbedürftige Willenserklärung erfordert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2402,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Eigentumsvorbehalt im Warenkauf üblich ist und der Verbraucher mit einer solchen Regelung rechnen muss. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Eigentumsvorbehalt gesetzlich anerkannt ist (§ 449 BGB).  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Klausel dem gesetzlichen Leitbild entspricht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2228,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Regelung zum Vertragsschluss und zur fehlenden Speicherung des Vertragstextes im Onlinehandel üblich ist und klar formuliert wird. Die Platzierung im Kontext der Bestellabwicklung ist erwartbar und nicht versteckt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung den gesetzlichen Vorgaben zum Vertragsschluss im Fernabsatz entspricht und die Informationspflichten erfüllt.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken; die Bestimmung des Vertragsschlusszeitpunkts ist zulässig.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2905,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Lieferzeiten in AGB branchenüblich sind und der Verbraucher mit einer Festlegung von Zeitfenstern rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Lieferzeitfenster üblich und zumutbar sind und eine gesonderte Terminabstimmung vorgesehen ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig, da keine unzulässige Bindung oder einseitige Leistungsänderung ohne sachlichen Grund erfolgt.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
484,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Vereinbarung elektronischer Kommunikation im Online- oder modernen Geschäftsverkehr üblich ist und nicht von einem durchschnittlichen Verbraucher unerwartet kommt. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die elektronische Kommunikation den Verbraucher nicht in seinen Rechten beschneidet und ihm weiterhin der Zugang zu Informationen gewährleistet wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2879,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Pflicht zur wahrheitsgemäßen Angabe von Daten und zur Geheimhaltung von Zugangsdaten im Rahmen einer Registrierung üblich und zu erwarten ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Pflichten dem Schutz des Vertragssystems und der Datensicherheit dienen.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1401,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die sofortige Fälligkeit von Zahlungsansprüchen im B2C-Bereich üblich ist und klar formuliert wird.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die sofortige Fälligkeit dem gesetzlichen Leitbild des § 271 Abs. 1 BGB entspricht.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1745,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Angabe zulässiger Zahlungsarten in AGB üblich ist und der Verbraucher mit einer solchen Regelung rechnen kann. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da dem Verbraucher mehrere gängige Zahlungsmethoden zur Auswahl stehen.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1223,0,Unwirksam,"1. Überraschende Klauseln: Die Möglichkeit einseitiger Änderungen der AGB ohne Zustimmung des Verbrauchers ist für diesen überraschend, da sie vom gesetzlichen Leitbild abweicht. Die Platzierung im Fließtext ohne besondere Hervorhebung verstärkt den Überraschungseffekt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da der Unternehmer ein einseitiges Änderungsrecht ohne sachlichen Grund und ohne Zustimmungsvorbehalt erhält.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom gesetzlichen Grundgedanken der Vertragsbindung (§ 311 Abs. 1 BGB), da Änderungen ohne Einverständnis des Verbrauchers möglich sind.  
   c) (§ 308 BGB): Verstoß gegen § 308 Nr. 4 BGB, da ein einseitiges Leistungsänderungsrecht ohne triftigen Grund eingeräumt wird.  
   d) (§ 309 BGB): Nicht einschlägig.",8,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 0, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 1}"
1484,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Information über Speicherung und Abrufbarkeit des Vertragstextes im Onlinehandel üblich ist und transparent dargestellt wird. Die Formulierung ist klar und verständlich, sodass keine Intransparenz vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da dem Verbraucher der Vertragstext in Textform zur Verfügung gestellt wird und ein zusätzlicher Abruf über ein Kundenkonto nur als Option angeboten wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1881,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Bedingungen zur Einlösung von Gutscheinen üblich sind und der Mindestbestellwert klar genannt ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da der Verbraucher bei teilweiser Einlösung des Gutscheins den verbleibenden Wert verliert, ohne hierfür eine Gegenleistung zu erhalten.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom gesetzlichen Grundgedanken des § 812 BGB (Bereicherungsrecht), wonach ohne Rechtsgrund erlangte Vermögensvorteile herauszugeben sind.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3402,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Teilnahmevoraussetzungen und Ausschlüsse bei Gewinnspielen branchenüblich sind und klar formuliert werden. Die Regelung ist weder versteckt noch mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Teilnahmebedingungen sachlich gerechtfertigt und transparent sind.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da der Veranstalter die Teilnahmebedingungen frei gestalten darf.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
972,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf die Produkthaftung gesetzlich vorgesehen und in Haftungsregelungen üblich ist. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich eine gesetzlich zwingende Haftung bestätigt wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
937,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da es sich um einen gesetzlich vorgesehenen Hinweis auf die OS-Plattform handelt, der in Verbraucher-AGB üblich ist und keine nachteilige Rechtsfolge für den Verbraucher enthält.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich eine Informationspflicht erfüllt wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2492,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Gerichtsstandsvereinbarungen in AGB üblich sind und die Formulierung klar ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Für Verbraucher mit Wohnsitz außerhalb der EU wird der gesetzliche Gerichtsstand (§§ 12 ff. ZPO, Art. 18 EuGVVO) abbedungen, was eine unangemessene Benachteiligung darstellt.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken des Verbrauchergerichtsstands, der zwingend ist.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",11,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1556,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zur Fälligkeit, Bonitätsprüfung und Kostentragung bei Rücklastschriften im Rahmen von SEPA-Lastschriftverfahren branchenüblich und zu erwarten sind. Die Formulierungen sind klar und transparent, sodass keine Intransparenz i.S.d. § 305c Abs. 1 BGB vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Kostentragungspflicht nur bei vom Kunden zu vertretenden Rücklastschriften greift und damit dem gesetzlichen Leitbild (§ 280 Abs. 1 BGB) entspricht.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Klausel nur Schadensersatzpflichten bei Pflichtverletzung konkretisiert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig, da kein unzulässiger pauschalierter Schadensersatz ohne Rücksicht auf die Schadenshöhe vereinbart wird, sondern nur tatsächlich entstandene Bankgebühren weitergegeben werden.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1064,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Lieferbarkeitsvorbehalte und Lieferfristen in AGB üblich sind und die Formulierung klar und transparent erfolgt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Lieferfrist von maximal 14 Tagen ab Versandbestätigung den Verbraucher nicht übermäßig einschränkt.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da § 271 BGB dispositiv ist und eine angemessene Frist vereinbart wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1515,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Ausschluss des Widerrufsrechts für entsiegelte Hygieneartikel gesetzlich in § 312g Abs. 2 Nr. 3 BGB vorgesehen ist und branchenüblich ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung dem gesetzlichen Leitbild entspricht.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom wesentlichen gesetzlichen Grundgedanken vorliegt, sondern eine gesetzliche Ausnahme wiedergegeben wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2339,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Angabe zulässiger Zahlungsarten im Onlinehandel üblich ist und klar formuliert wird. Die Platzierung im Zusammenhang mit den Zahlungsbedingungen ist erwartbar und nicht ungewöhnlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Unternehmer die angebotenen Zahlungsarten frei bestimmen darf und der Verbraucher hierüber transparent informiert wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2157,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Aufrechnungs- und Zurückbehaltungsverbote in AGB üblich sind und klar formuliert wurden.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Klausel nach ihrem Wortlaut nur für Unternehmer gelten soll, im B2C-Verhältnis aber keine Einschränkung der Verbraucherrechte enthalten darf; sie ist insoweit intransparent, weil unklar bleibt, ob Verbraucher ebenfalls betroffen sind.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom gesetzlichen Leitbild der §§ 387 ff., 273 BGB, da die Aufrechnung und Zurückbehaltung ohne sachlichen Grund eingeschränkt wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 3 BGB): Verstoß gegen § 309 Nr. 3 BGB, da die Aufrechnung mit unbestrittenen oder rechtskräftig festgestellten Forderungen nicht ausgeschlossen werden darf; die Klausel schränkt dieses Recht unzulässig ein.",11,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1470,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Gerichtsstandsvereinbarungen in AGB üblich sind; die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Liegt eine unangemessene Benachteiligung vor, da die Klausel auch Verbraucher mit Sitz im Ausland an den Gerichtsstand des Unternehmers bindet, was von der gesetzlichen Regelung (§ 38 ZPO) abweicht.  
   b) (§ 307 Abs. 2 BGB): Verstoß liegt vor, da § 38 ZPO Gerichtsstandsvereinbarungen mit Verbrauchern nicht zulässt; die Klausel weicht vom wesentlichen gesetzlichen Grundgedanken des Verbrauchergerichtsstands (§ 29c ZPO, Art. 18 EuGVVO) ab.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
892,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da technische Anforderungen an die Nutzung eines Online-Shops üblich sind und der Verbraucher mit entsprechenden Hinweisen rechnen muss; die Formulierung ist klar und verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich technische Mindestanforderungen beschreibt und alternative Zahlungsmöglichkeiten anbietet.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
